Voltage (V),Current (A)
-0.5998859999999999,0.0
-0.590007,0.0
-0.580127,0.0
-0.570248,0.0
-0.560368,0.0
-0.550488,0.0
-0.540609,0.0
-0.530729,0.0
-0.5208499999999999,0.0
-0.5109699999999999,0.0
-0.501091,0.0
-0.49121099999999995,0.0
-0.481332,0.0
-0.471452,0.0
-0.461572,0.0
-0.45169299999999996,0.0
-0.44181299999999996,0.0
-0.431934,0.0
-0.422054,0.0
-0.41217499999999996,0.0
-0.40229499999999996,0.0
-0.39241499999999996,-5.5999759999999996e-05
-0.382536,0.0
-0.372656,5.5999759999999996e-05
-0.36277699999999996,0.0
-0.35289699999999996,0.0
-0.343018,0.0
-0.333138,0.0
-0.32325899999999996,5.5999759999999996e-05
-0.31337899999999996,0.0
-0.30349899999999996,-5.5999759999999996e-05
-0.29362,0.0
-0.28374,0.0
-0.27386099999999997,0.00011199900000000001
-0.26398099999999997,0.0
-0.254102,0.0
-0.244222,0.0
-0.234343,-5.5999759999999996e-05
-0.224463,0.0
-0.214583,5.5999703999999996e-05
-0.204704,5.5999759999999996e-05
-0.194824,-5.5999759999999996e-05
-0.184945,-0.000167999
-0.175065,-0.000671996
-0.165186,-0.0022399900000000003
-0.155306,0.000559997
-0.145427,0.0019599910000000003
-0.135547,0.002687988
-0.125667,-5.5999759999999996e-05
-0.11578799999999999,0.0
-0.105908,-5.5999759999999996e-05
-0.096029296,-5.5999759999999996e-05
-0.086149736,-0.00011199900000000001
-0.07627017600000001,-0.000167999
-0.06639062800000001,-0.000279998
-0.056511068000000005,-0.001623992
-0.046631512,-0.002631988
-0.036751952000000004,-0.00207199
-0.026872396000000003,0.000895996
-0.016992840000000002,0.0021839900000000002
-0.007113281000000001,0.0034159840000000004
0.0027662760000000002,0.003023986
0.012645833,0.00207199
0.022525390000000003,-0.000167999
0.032404948,-0.000167999
0.042284504,-0.000223999
0.052164064,-0.000279998
0.06204362,-0.000783996
0.071923176,-0.002743988
0.081802736,-0.001791992
0.09168229600000001,0.0015679930000000002
0.101561,0.002687988
0.111441,-0.001287994
0.12132,-0.002407989
0.13119999999999998,-0.001511993
0.14107999999999998,0.003471984
0.15095899999999998,0.0031359860000000003
0.16083899999999998,0.0025199890000000003
0.17071799999999998,-0.000279998
0.18059799999999998,-0.000671997
0.19047699999999998,-0.002743988
0.20035699999999998,-0.00212799
0.21023599999999998,0.00207199
0.22011599999999998,0.0031359860000000003
0.22999599999999998,0.002463989
0.23987499999999998,-0.000391998
0.24975499999999998,-0.002687988
0.259634,-0.002631988
0.269514,-0.00212799
0.279393,0.000895996
0.289273,0.003191985
0.299152,0.002687988
0.309032,-0.001399993
0.318912,-0.002463989
0.328791,-0.001343994
0.338671,0.0034159850000000003
0.34854999999999997,0.002967987
0.35842999999999997,0.001063995
0.368309,-0.00011199900000000001
0.378189,-0.000223999
0.38806799999999997,-0.000335998
0.39794799999999997,-0.001343994
0.40782799999999997,-0.0027999870000000003
0.417707,-0.002463989
0.427587,-0.001623992
0.43746599999999997,0.000783996
0.44734599999999997,0.001007995
0.457225,0.00188999125
0.467105,0.0031919860000000004
0.47698399999999996,0.002575988
0.48686399999999996,-0.00011199900000000001
0.49674399999999996,-0.00011199900000000001
