Voltage (V),Current (A)
-0.499905,0.0
-0.49002599999999996,0.0
-0.48014599999999996,0.0
-0.47026599999999996,0.0
-0.460387,0.0
-0.450507,0.0
-0.44062799999999996,0.0
-0.43074799999999996,-0.005599975
-0.420869,0.0
-0.410989,0.0
-0.40110999999999997,-0.002799985
-0.39122999999999997,0.0
-0.38134999999999997,0.0
-0.371471,0.0
-0.361591,0.0
-0.35171199999999997,0.0
-0.34183199999999997,0.0
-0.331953,0.0
-0.322073,0.0
-0.31219399999999997,0.0
-0.30231399999999997,0.0
-0.29243399999999997,5.6001424e-05
-0.282555,0.00011199900000000001
-0.272675,5.5997872e-05
-0.262796,5.5997872e-05
-0.252916,5.5997872e-05
-0.24303699999999998,5.6001424e-05
-0.233157,5.6001424e-05
-0.223277,5.6001424e-05
-0.21339799999999998,0.0
-0.203518,5.6001424e-05
-0.19363899999999998,5.5997872e-05
-0.18375899999999998,0.0
-0.17387999999999998,5.5997872e-05
-0.16399999999999998,5.6001424e-05
-0.15412099999999998,5.6001424e-05
-0.14424099999999998,0.0
-0.13436099999999998,5.5997872e-05
-0.124482,5.6001424e-05
-0.114602,5.6001424e-05
-0.104723,5.6001424e-05
-0.09484374400000001,5.6001424e-05
-0.08496419200000001,5.6001424e-05
-0.075084632,0.00011199900000000001
-0.065205076,5.6001424e-05
-0.05532552,5.6001424e-05
-0.045445964000000005,-0.000167997
-0.035566404,-0.001063995
-0.025686848,-0.002183988
-0.015807291,-0.004703977000000001
-0.0059277340000000005,-0.0072239700000000006
0.003951822000000001,-0.010303956000000001
0.01383138,0.044631804000000004
0.023710936000000002,0.11843899999999999
0.033590496000000004,0.18059899999999998
0.043470052,0.181103
0.053349612000000005,0.181327
0.063229164,0.18048699999999998
0.073108728,0.134903
0.08298828000000001,0.066079708
0.09286784000000001,0.0
0.10274699999999999,-0.014559936
0.11262599999999999,0.01993591
0.12250599999999999,0.07212768800000001
0.132386,0.138823
0.142265,0.16827899999999998
0.152145,0.175559
0.162024,0.175503
0.171904,0.175223
0.181783,0.169735
0.191663,0.172647
0.201542,0.175615
0.211422,0.15836699999999998
0.221302,0.155007
0.231181,0.16189499999999998
0.241061,0.17774299999999998
0.25094,0.178639
0.26082,0.180151
0.27069899999999997,0.140671
0.28057899999999997,0.071007688
0.290458,-0.0006159970000000001
0.300338,-0.010807951000000001
0.310218,-0.010583952
0.32009699999999996,-0.0008959940000000001
0.32997699999999996,0.045191800000000004
0.339856,0.102031
0.349736,0.157023
0.35961499999999996,0.175951
0.36949499999999996,0.172983
0.379374,0.134119
0.389254,0.05846374000000001
0.399134,0.00016800000000000002
0.40901299999999996,-0.0040319810000000005
0.41889299999999996,-0.0041999820000000005
0.428772,-0.004479978
0.438652,-0.0047599750000000005
0.44853099999999996,-0.004927976000000001
0.45841099999999996,-0.005655976
0.46829099999999996,0.015679936000000002
0.47817,0.045695796000000004
0.48805,0.06322372
0.49792899999999995,0.02760788
