Voltage (V),Current (A)
-0.5998859999999999,0.0
-0.590007,0.0
-0.580127,0.0
-0.570248,0.0
-0.560368,0.0
-0.550488,0.0
-0.540609,0.0
-0.530729,0.0
-0.5208499999999999,0.0
-0.5109699999999999,0.0
-0.501091,0.0
-0.49121099999999995,0.0
-0.481332,0.0
-0.471452,0.0
-0.461572,0.0
-0.45169299999999996,0.0
-0.44181299999999996,0.0
-0.431934,0.0006999980000000001
-0.422054,0.00034999900000000003
-0.41217499999999996,0.0
-0.40229499999999996,0.0
-0.39241499999999996,-5.5997872e-05
-0.382536,-0.0006159970000000001
-0.372656,-0.00156799
-0.36277699999999996,-0.0024639840000000002
-0.35289699999999996,-0.002967986
-0.343018,-0.0044239810000000004
-0.333138,-0.0069999680000000005
-0.32325899999999996,-0.009799954000000001
-0.31337899999999996,0.071063688
-0.30349899999999996,0.164303
-0.29362,0.209439
-0.28374,0.128463
-0.27386099999999997,0.047151788
-0.26398099999999997,-0.0040319810000000005
-0.254102,-0.004703977000000001
-0.244222,-0.005879975
-0.234343,-0.006831974
-0.224463,-0.007951960000000001
-0.214583,-0.009575955
-0.204704,-0.01159195
-0.194824,-0.009183963
-0.184945,0.083327632
-0.175065,0.124095
-0.165186,0.164023
-0.155306,0.11866299999999999
-0.145427,0.09962356
-0.135547,0.070279688
-0.125667,-0.0036399820000000004
-0.11578799999999999,-0.003919978
-0.105908,-0.0041999820000000005
-0.096029296,-0.004535976000000001
-0.086149736,-0.005095976
-0.07627017600000001,-0.006159971
-0.06639062800000001,-0.006439968000000001
-0.056511068000000005,0.082431632
-0.046631512,0.09682356800000001
-0.036751952000000004,0.087247608
-0.026872396000000003,0.004983973
-0.016992840000000002,0.065967708
-0.007113281000000001,0.067143704
0.0027662760000000002,0.068375696
0.012645833,-0.002911981
0.022525390000000003,-0.0034159900000000003
0.032404948,-0.0038639800000000004
0.042284504,-0.004479978
0.052164064,-0.00582397
0.06204362,-0.002407986
0.071923176,0.087415616
0.081802736,0.095871576
0.09168229600000001,0.075151672
0.101561,-0.00739196
0.111441,-0.00638397
0.12132,0.076607664
0.13119999999999998,0.09262358400000001
0.14107999999999998,0.103543
0.15095899999999998,0.029847866
0.16083899999999998,-0.00481598
0.17071799999999998,-0.006047969
0.18059799999999998,-0.008455962000000001
0.19047699999999998,0.013215938
0.20035699999999998,0.09659956800000001
0.21023599999999998,0.100351
0.22011599999999998,0.068151712
0.22999599999999998,-0.004311985
0.23987499999999998,-0.007671956000000001
0.24975499999999998,-0.009519964
0.259634,0.071623672
0.269514,0.140335
0.279393,0.143415
0.289273,0.07677565600000001
0.299152,-0.008175966
0.309032,-0.010415959
0.318912,0.028783870000000003
0.328791,0.10936699999999999
0.338671,0.09900756000000001
0.34854999999999997,0.059919736
0.35842999999999997,-0.004983988
0.368309,-0.005935973000000001
0.378189,-0.006887972
0.38806799999999997,-0.008735966000000001
0.39794799999999997,0.020327916
0.40782799999999997,0.11239099999999999
0.417707,0.12482299999999999
0.427587,0.11530299999999999
0.43746599999999997,0.024527884
0.44734599999999997,0.016519933
0.457225,0.08551162400000001
0.467105,0.085175624
0.47698399999999996,0.053031756000000006
0.48686399999999996,-0.004479986
0.49674399999999996,-0.004983973
